Systema(c,Raw,Common,Genbank,Column5,Gene SymboDescrip(on,,
1437452_x_at,10.23946,Vdac1,AV008054,null,Voltage?dependent anion channel 1,,
1441743_at,10.23929,Pax?3,BB759978,Pax3,paired box gene 3,,
1420332_x_at,10.23819,AI415320; Sprrl7,NM_027137,Lce1d,small proline rich?like 7,,
1434636_at,10.23704,Homez,AV298304,null,Homeodomain leucine zipper?encoding gene,,
1452708_a_at,10.23641,Pabpc1,AV309996,null,"Poly A binding protein, cytoplasmic 1",,
1419816_s_at,10.2355,Errfi1,AI788755,null,ERBB receptor feedback inhibitor 1,,
1438113_at,10.23546,9630048M01Rik,BB252637,Zmat4,"BB252637 RIKEN full?length enriched, 7 days neonate cerebellum Mus musculus cDNA clone A730052K18 3', mRNA sequence.",,
1447575_at,10.23347,null,AI605450,null,"vo17d02.x1 Barstead mouse myotubes MPLRB5 Mus musculus cDNA clone IMAGE:1050147 3', mRNA sequence.",,
1422659_at,10.23313,KIAA4163,NM_023813,Camk2d,"calcium/calmodulin?dependent protein kinase II, delta",,
1431203_at,10.23299,Sdccag8,AA690806,null,Serologically defined colon cancer an(gen 8,,
1431002_x_at,10.23283,Cgi?105,AK002291,Fahd2a,fumarylacetoacetate hydrolase domain containing 2A,,
1441610_at,10.23182,mKIAA1045,BB306826,Phf24,expressed sequence N28178,,
1437053_x_at,10.23129,2810002D19Rik,BB813983,null,"BB813983 RIKEN full?length enriched, lung RCB?0558 LLC cDNA Mus musculus cDNA clone G730021N04 3', mRNA sequence.",,
1435313_at,10.23109,MCD200RLa,BB770873,Cd200r4,Cd200 receptor 4,,
1441830_x_at,10.22932,Akap10,BB314595,null,A kinase (PRKA) anchor protein 10,,
1444717_at,10.22729,Zwint,AV356898,null,ZW10 interactor,,
1435177_a_at,10.22579,Anpc5,BF019960,Anapc5,anaphase?promo(ng complex subunit 5,,
1439389_s_at,10.22479,Tmpo,BB500055,null,"BB500055 RIKEN full?length enriched, 0 day neonate kidney cDNA clone D630024J02 3' similar to myeloid associated differen(a(on protein",,
1447342_at,10.22428,null,BB751335,null,"BB751335 RIKEN full?length enriched, pooled (ssues, cerebellum, etc. Mus musculus cDNA clone G130205B07 3', mRNA sequence.",,
1434408_at,10.22011,Atxn3,BQ176512,null,Ataxin 3,,
1437824_at,10.21991,Grid2,BB334542,null,Transcribed locus,,
1452013_at,10.2196,pfatp,AF156549,Atp10a,"ATPase, class V, type 10A",,
1426304_x_at,10.21676,MGC28643,BC027195,B4galt7,"xylosylprotein beta1,4?galactosyltransferase, polypep(de 7 (galactosyltransferase I)",,
1430864_at,10.21557,AW046572,AK015740,Ttll9,"tubulin tyrosine ligase?like family, member 9",,
1422442_at,10.21526,BWD,NM_021535,Smu1,smu?1 suppressor of mec?8 and unc?52 homolog (C. elegans),,
1425613_at,10.215,Cnr7,BB265776,Pcdha11,protocadherin alpha 11,,
1426916_at,10.2128,Ses3,BM211317 ,Scrn3,secernin 3,,
1434136_at,10.20971,6332401O19Rik,BE571820,Tmem229a,6332401O1 RIKEN cDNA 6332401O19 gene,,
1421468_at,10.20958,GIRK1,NM_008426,Kcnj3,"potassium inwardly?rec(fying channel, subfamily J, member 3",,
1453438_x_at,10.20915,Gsdml2,AK008685,Gsdma2,gasdermin 2,,
1445257_at,10.20886,AU022531,AU022531,AU022531,expressed sequence AU022531,,
1420136_a_at,10.20843,EG623356,AI427540,Gm6420,"Predicted gene, EG623356",,
1438998_at,10.20759,Rasa1,BB542781,null,RAS p21 protein ac(vator 1,,
1418979_at,10.20679,AW557061,NM_134072,Akr1c14,"aldo?keto reductase family 1, member C14",,
1454392_at,10.20567,9230112J17Rik,BB174628,null,"BB174628 RIKEN full?length enriched, adult male hypothalamus Mus musculus cDNA clone A230052I24 3', mRNA sequence.",,
1455186_a_at,10.20375,1190003J15Rik,BI556771,Urah,RIKEN cDNA 1190003J15 gene,,
1444724_at,10.20334,Pcdh9,AW492836,null,Protocadherin 9,,
1415851_a_at,10.20189,IMPD,M33934,Impdh2,inosine 5'?phosphate dehydrogenase 2,,
1431874_at,10.20144,4931429L15Rik,AK016488,null,4931429L15RIKEN cDNA 4931429L15 gene,,
1435652_a_at,10.20049,Gnai2,BF228116,null,"Guanine nucleo(de binding protein, alpha inhibi(ng 2",,
1416948_at,10.2003,Rpl23,NM_011288,Mrpl23,mitochondrial ribosomal protein L23,,
1449509_at,10.20026,4F5,NM_011353,Serf1,small EDRK?rich factor 1,,
1449000_at,10.19952,ES1,NM_138601D10Jhu81e,Gatd3a,"DNA segment, Chr 10, Johns Hopkins University 81 expressed",,
1447133_at,10.19944,null,BG072392,null,"H3110A05?3 NIA Mouse 15K cDNA Clone Set Mus musculus cDNA clone H3110A05 3', mRNA sequence.",,
1441854_at,10.19836,Pole,BB159143,null,"BB159143 RIKEN full?length enriched, 16 days neonate thymus Mus musculus cDNA clone A130044B14 3', mRNA sequence.",,
1426893_at,10.19817,Eeig1,BC023470,null,C230093N1 RIKEN cDNA C230093N12 gene,,
1443176_at,10.19556,Sfmbt2,BB410394,null,Scm?like with four mbt domains 2,,
1443686_at,10.19531,H2-DMb1,BB734586,null,"BB734586 RIKEN full?length enriched, 6 days neonate spleen Mus musculus cDNA clone F420010L19 3', mRNA sequence.",,
1435523_s_at,10.19366,AI662692,BB779140,Smim10l1,2700089E24RIKEN cDNA 2700089E24 gene,,
1430745_at,10.19254,5930409G06Rik,AK020028,null,5930409G06RIKEN cDNA 5930409G06 gene,,
1437618_x_at,10.18911,Gpr85,BB273882,null,G protein?coupled receptor 85,,
1435408_at,10.18855,BC037393,BB485732,N4bp2l2,CDNA sequence BC037393,,
1455909_at,10.18835,9530002K18Rik,BB807669,Spinkl,Transcribed locus,,
1416055_at,10.18652,Amy?2,NM_009669,Amy2a5,"amylase 2, pancrea(c",,
1440188_at,10.18635,null,BE980962,null,Transcribed locus,,
1440877_at,10.18544,Frs2,BE457624,null,Fibroblast growth factor receptor substrate 2,,
1427952_at,10.18398,MGC25485,BC028285,Aipl1,aryl hydrocarbon receptor?interac(ng protein?like 1,,
1455882_x_at,10.18332,Vwc2,BB313865,null,Von Willebrand factor C domain containing 2,,
1418543_s_at,10.18262,D11Ertd707e,NM_025918,Ccdc43,coiled?coil domain containing 43,,
1425998_at,10.18199,Gph,BC026819,Sytl4,synaptotagmin?like 4,,
1422670_at,10.18079,Arhn,NM_009708,Rnd2,Rho family GTPase 2,,
1418310_a_at,10.18039,CRALB,NM_020599,Rlbp1,re(naldehyde binding protein 1,,
1432362_at,10.17985,1700022C02Rik,AK014919,Cenpp,centromere protein P,,
1455635_at,10.17961,4732460I02Rik,BB466155,null,Transcribed locus,,
1447616_at,10.179,null,BB379988,null,Transcribed locus,,
1456213_x_at,10.17884,Qars,BB314594,Qars1,Glutaminyl?tRNA synthetase,,
1428607_at,10.17867,Araf,AK010060,null,V?raf murine sarcoma 3611 viral oncogene homolog,,
1437451_at,10.17801,1110006O17Rik,BB736636,Ecscr,RIKEN cDNA 1110006O17 gene,,
1437702_at,10.17792,Tgm6,BB151226,null,Transglutaminase 6,,
1427151_at,10.17605,AI502974,BC021511,Qser1,glutamine and serine rich 1,,
1425034_at,10.17563,NPT3,BC018306,Slc17a2,"solute carrier family 17 (sodium phosphate), member 2",,
1456624_at,10.17386,AW411817,BI251603,Wipi1,"WD repeat domain, phosphoinosi(de interac(ng 1",,
1433191_at,10.17375,1110033M05Rik,AK020769,Arb2a,A430105P17RIKEN cDNA A430105P17 gene,,
1443486_at,10.17292,Cog7,AV294603,null,Component of oligomeric golgi complex 7,,
1447031_at,10.17229,null,BG072967,null,"H3117A09?3 NIA Mouse 15K cDNA Clone Set Mus musculus cDNA clone H3117A09 3', mRNA sequence.",,
1416267_at,10.17228,AA415030,NM_019708,Scoc,short coiled?coil protein,,
1429411_a_at,10.16833,Eny2,AI595744,null,Enhancer of yellow 2 homolog (Drosophila),,
1419001_at,10.16809,BAT,NM_007519,Baat,bile acid?Coenzyme A: amino acid N?acyltransferase,,
1437432_a_at,10.16796,Trim12,BM244351,Trim12a,Tripar(te mo(f protein 12,,
1447343_at,10.16667,Nrp2,AW743726,null,Neuropilin 2,,
1428056_at,10.16559,Klra7,AF444273,null,"Killer cell lec(n?like receptor, subfamily A, member 7",,
1442339_at,10.16451,Stfa2l1,BB667930,null,Stefin A2 like 1,,
1456269_at,10.16315,C80453,AU018904,Pramel6,preferen(ally expressed an(gen in melanoma like 6,,
1419710_at,10.16203,Nxph3,NM_130858,Nxph3,neurexophilin 3,,
1443660_at,10.16039,Nrg3,BB750724,null,Neuregulin 3,,
1440793_at,10.16017,1700029M03Rik,AV205680,null,RIKEN cDNA 1700029M03 gene,,
1455100_at,10.15813,Akr1d1,AI891467,null,"Aldo?keto reductase family 1, member D1",,
1439263_at,10.15702,Fin15,BB388301,Gasdme,"BB388301 RIKEN full?length enriched, 0 day neonate cerebellum cDNA clone C230056H20 3' similar to fibroblast growth factor inducible gene 15",,
1451597_at,10.15536,AST,BC020151,Tmprss11d,"transmembrane protease, serine 11d",,
1431387_at,10.1541,null,AK015329,Anxa11os,unnamed protein product;,,
1435493_at,10.15409,DP,AV297961,Dsp,desmoplakin,,
1440612_at,10.15398,9930104E21Rik,AV248029,Rbbp8,"AV248029 RIKEN full?length enriched, 0 day neonate head Mus musculus cDNA clone 4833401L11 3', mRNA sequence.",,
1442879_at,10.15391,null,AU022083,null,"AU022083 Mouse unfer(lized egg cDNA Mus musculus cDNA clone J0408B09 3', mRNA sequence.",,
1445231_at,10.15273,null,BG070752,null,"H3090G07?3 NIA Mouse 15K cDNA Clone Set Mus musculus cDNA clone H3090G07 3', mRNA sequence.",,
1417192_at,10.15268,Tom70,NM_138599,Tomm70a,translocase of outer mitochondrial membrane 70 homolog A (yeast),,
1425907_s_at,10.15172,CAG?2,AF461135,Amot,angiomo(n,,
1431378_at,10.15149,Nr3c1,BB600983,null,"Nuclear receptor subfamily 3, group C, member 1",,
1447386_at,10.1503,Usp8,BG060596,null,Ubiqui(n specific pep(dase 8,,
1459128_at,10.14955,Nmnat3,BB543095,null,Nico(namide nucleo(de adenylyltransferase 3,,
1441948_x_at,10.1492,Zfand3,AV343684,null,"AV343684 RIKEN full?length enriched, adult male olfactory bulb Mus musculus cDNA clone 6430539B22 3', mRNA sequence.",,
1437578_at,10.14866,Clca1,AV231113,null,Chloride channel calcium ac(vated 1,,
1424970_at,10.14852,4930486B15Rik,AF479672,Purg,purine?rich element binding protein G,,
1431407_at,10.14757,2310024H09Rik,AK009494,null,2310024H09RIKEN cDNA 2310024H09 gene,,
1421708_a_at,10.14693,Stat6,NM_009284,Stat6,signal transducer and ac(vator of transcrip(on 6,,
1429128_x_at,10.14452,Nfkb2,BI466783,null,"Nuclear factor of kappa light polypep(de gene enhancer in B?cells 2, p49/p100",,
1430749_at,10.14381,C79728,AK012892,2810040C05Rik,2810040C05RIKEN cDNA 2810040C05 gene,,
1454803_a_at,10.14355,Hdac11,BB183559,null,"BB183559 RIKEN full?length enriched, adult male hypothalamus Mus musculus cDNA clone A230107F14 3', mRNA sequence.",,
1427767_a_at,10.14132,Abcc7,X72693,Cor,cys(c fibrosis transmembrane conductance regulator homolog,,
1418762_at,10.14102,Daf,NM_010016,Cd55,CD55 an(gen,,
1458046_at,10.13992,BB085087,BG063579,null,"0 day neonate kidney cDNA, RIKEN full?length enriched library, clone:D630027M10 product:unclassifiable, full insert sequence",,
1449804_at,10.13991,Pnmt,AV380429,null,Phenylethanolamine?N?methyltransferase,,
1424700_at,10.13968,AA437809,BC011072,Tmem38b,transmembrane protein 38B,,
1451655_at,10.13726,MGC30719,BC024709,Slfn8,schlafen 8,,
1457473_at,10.13675,Chd1,AI851787,null,Chromodomain helicase DNA binding protein 1,,
1427030_at,10.13625,D16Ertd480e; Ccdc52,BG067674,Spice1,coiled?coil domain containing 52,,
1444632_at,10.13605,BC064078,BF658882,null,CDNA sequence BC064078,,
1451150_at,10.13546,Apa1,BC021528,Zfp410,zinc finger protein 410,,
1449120_a_at,10.13387,2600002H09Rik,NM_023662,Pcm1,pericentriolar material 1,,
1437790_at,10.13332,Eml5,AV230748,null,Echinoderm microtubule associated protein like 5,,
1437948_x_at,10.13204,Eif3s6ip,BB443362,Eif3l,"BB443362 RIKEN full?length enriched, 9 days embryo Mus musculus cDNA clone D030040N11 3', mRNA sequence.",,
1455765_a_at,10.13077,Abcc8,BB515948,null,"ATP?binding casseVe, sub?family C (CFTR/MRP), member 8",,
1442317_at,10.13015,Tcp1,BM293514,null,T?complex protein 1,,
1459627_at,10.13007,Sc4mol,BG070057,Msmo1,Sterol?C4?methyl oxidase?like,,
1421314_at,10.12943,Ems1,BI688355,Cttn,cortac(n,,
1452815_at,10.12921,P2Y10,AK020001,P2ry10,"purinergic receptor P2Y, G?protein coupled 10",,
1417001_a_at,10.12754,D4Ucla2,BE447520 D4Wsu53e,Rsrp1,"DNA segment, Chr 4, Wayne State University 53, expressed",,
1420638_at,10.12512,Prps?2,BC024942,Prps2,phosphoribosyl pyrophosphate synthetase 2,,
1430286_s_at,10.1243,C78926,AK013448,Dnaaf9,4930402H24RIKEN cDNA 4930402H24 gene,,
1436386_x_at,10.12366,Rex2,BG072059,null,Reduced expression 2,,
1436246_at,10.12314,Farslb,AI849504,Farsb,"Adult male medulla oblongata cDNA, RIKEN full?length enriched library, clone:6330566A22 product:unclassifiable, full insert sequence",,
1416745_x_at,10.12279,AgX,NM_133806,Uap1,UDP?N?acetylglucosamine pyrophosphorylase 1,,
1447581_at,10.12246,Zc3h13,AI427801,null,Zinc finger CCCH type containing 13,,
1449741_at,10.12211,Dsg2,C79957,null,Desmoglein 2,,
1421682_a_at,10.12172,LC2,NM_011560,Dynlt2a1,t?complex?associated tes(s expressed 3,,
1441570_at,10.12087,null,BB066943,null,"BB066943 RIKEN full?length enriched mouse cDNA library, C57BL/6J tes(s male 15 days embryo Mus musculus cDNA clone 8030456E09 3'",,
1454253_at,10.11992,Cinp,AK007812,null,2810452K22RIKEN cDNA 2810452K22 gene,,
1442612_at,10.11949,C730036E19Rik,BB283688,null,C730036E19RIKEN cDNA C730036E19 gene,,
1421089_a_at,10.11648,LPTS,NM_0282282610028A01RIKEN cDNA 2610028A01 gene,Pinx1,null,,
1436392_s_at,10.11628,Tcfap2c,BB550860,Tfap2c,"Transcrip(on factor AP?2, gamma",,
1453662_at,10.11371,LOC77413,AK020987,null,hypothe(cal LOC77413,,
1451266_at,10.11145,AA408971,BC021318,Mrpl50,mitochondrial ribosomal protein L50,,
1429289_at,10.11109,1110019O13Rik,BB241583,Letmd1,"BB241583 RIKEN full?length enriched, 3 days neonate thymus Mus musculus cDNA clone A630087L22 3', mRNA sequence.",,
1436032_at,10.10535,Aldh3a2,BB201888,null,"Bone marrow macrophage cDNA, RIKEN full?length enriched library, clone:I830083F22 product:unclassifiable, full insert sequence",,
1437104_at,10.10519,Arfgef1,BB711230,null,ADP?ribosyla(on factor guanine nucleo(de?exchange factor 1(brefeldin A?inhibited),,
1457663_at,10.10375,Hs6st3,AV044095,null,Heparan sulfate 6?O?sulfotransferase 3,,
1458556_at,10.1034,Tnrc6c,BB526869,null,Trinucleo(de repeat containing 6C,,
1453939_x_at,10.10216,G1p2,AK019325,Isg15,"Mus musculus adult male hippocampus cDNA, RIKEN full?length enriched library, interferon?s(mulated protein (15 kDa)",,
1433797_at,10.10185,A630028N22,BG069595,Ints15,E130309D02RIKEN cDNA E130309D02 gene,,
1441603_at,10.10179,sst3,BQ174132,Sstr3,somatosta(n receptor 3,,
1421997_s_at,10.10033,CD49C,NM_013565,Itga3,integrin alpha 3,,
1429101_at,10.09644,Cx40,AK017840,Gja5,gap junc(on membrane channel protein alpha 5,,
1444388_at,10.09628,null,BB020727,null,Transcribed locus,,
1441938_x_at,10.09477,Cables1,BB071777,null,"BB071777 RIKEN full?length enriched, 15 days embryo male tes(s Mus musculus cDNA clone 8030499C01 3', mRNA sequence.",,
1438931_s_at,10.0937,Sesn1,AV016566,null,Sestrin 1,,
1435508_x_at,10.09326,0610009D07Rik,AV018047,Sf3b6,RIKEN cDNA 0610009D07 gene,,
1447605_at,10.09318,Zfp457,AI642696,null,Zinc finger protein 457,,
1437620_x_at,10.08954,Aldh18a1,BB271911,null,"Aldehyde dehydrogenase 18 family, member A1",,
1435195_at,10.08882,AI834978,BG076358,Vash1,D930046M1RIKEN cDNA D930046M13 gene,,
1455973_at,10.0864,null,OTTMUSG00000005 BB738659,null,"Predicted gene, OTTMUSG00000005148",,
1437552_at,10.08628,2410127L17Rik,AV302436,Carnmt1,RIKEN cDNA 2410127L17 gene,,
1457244_at,10.08619,D6Ertd474e,BB709913,null,"DNA segment, Chr 6, ERATO Doi 474, expressed",,
1452857_at,10.08577,Crebzf,AW546339,null,CREB/ATF bZIP transcrip(on factor,,
1446961_at,10.08483,null,BG068899,null,"H3070E06?3 NIA Mouse 15K cDNA Clone Set Mus musculus cDNA clone H3070E06 3', mRNA sequence.",,
1439255_s_at,10.08243,Gpr137b,BB726971,null,G protein?coupled receptor 137B,,
1424150_at,10.08071,BC024955,BC024955,Gdpd5,glycerophosphodiester phosphodiesterase domain containing 5,,
1442730_at,10.08048,Arih1,AW146046,null,Ariadne ubiqui(n?conjuga(ng enzyme E2 binding protein homolog 1 (Drosophila),,
1426131_at,10.08002,79H19A,AB047758,Prss44,1700036D21RIKEN cDNA 1700036D21 gene,,
1440135_at,10.07976,Apbb2,BG063495,null,"Amyloid beta (A4) precursor protein?binding, family B, member 2",,
1459982_a_at,10.07865,Aqp6,BB394986,null,Aquaporin 6,,
1448301_s_at,10.07726,EI,AF426024,Serpinb1a,"serine (or cysteine) pep(dase inhibitor, clade B, member 1a",,
1449143_at,10.07678,Ifrg28,BC024872,Rtp4,receptor transporter protein 4,,
1439879_at,10.07616,LOC243905,AI503123,Zfp568,"vm95e06.x1 Knowles Solter mouse blastocyst B1 Mus musculus cDNA clone IMAGE:1006018 3', mRNA sequence.",,
1432150_at,10.0755,ORF18,AK014184,Tmem59,transmembrane protein 59,,
1439370_x_at,10.075,Sf3b5,AV167809,null,"AV167809 Mus musculus head C57BL/6J 13?day embryo Mus musculus cDNA clone 3110057F09, mRNA sequence.",,
1441122_at,10.07494,AU024342,AU024342,AU024342,expressed sequence AU024342,,
1440302_at,10.07395,Slc25a3,AV221818,null,"Solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3",,
1447632_at,10.07308,Fancc,BB555719,null,"BB555719 RIKEN full?length enriched, 2 days pregnant adult female ovary cDNA clone E330020L09 3' similar to Facc",,
1438614_x_at,10.07301,Osbpl9,BB113429,null,Oxysterol binding protein?like 9,,
1439262_x_at,10.07189,2310001A20Rik,BB221125,Apmap,"BB221125 RIKEN full?length enriched, adult male aorta and vein Mus musculus cDNA clone A530064F09 3', mRNA sequence.",,
1439440_x_at,10.0715,Ptk9l,BB397672,Twf2,"BB397672 RIKEN full?length enriched, ES cells Mus musculus cDNA clone C330004N14 3' similar to A6 related protein",,
1454951_at,10.07127,Zfp606,BB026842,null,Zinc finger protein 606,,
1450624_at,10.07122,MGC46866,NM_016668,Bhmt,betaine?homocysteine methyltransferase,,
1426011_a_at,10.07096,DIF?3,AB064543,Ggnbp2,gametogene(n binding protein 2,,
1452678_a_at,10.07027,Gtk,AK008165,Kyat1,cysteine conjugate?beta lyase 1,,
1436769_at,10.07019,Col11a1,AV101011,null,"AV101011 Mus musculus C57BL/6J ES cell Mus musculus cDNA clone 2410070L23, mRNA sequence.",,
1443794_x_at,10.07013,Ccdc92,BB305623,null,Coiled?coil domain containing 92,,
1441618_at,10.07003,Arhgap29,BG065709,null,Rho GTPase ac(va(ng protein 29,,
1438332_at,10.06954,Slc22a6,BB127498,null,Transcribed locus,,
1439376_x_at,10.06953,null,BB357590,null,"BB357590 RIKEN full?length enriched, adult male corpus striatum cDNA clone similar to cyclin D?interac(ng myb?like protein (Dmp1)",,
1432082_at,10.06953,4930545H10Rik,AK016047,4933436I20Rik,4933436I20 RIKEN cDNA 4933436I20 gene,,
1417186_at,10.06771,Hip2,AI551201,Ube2k,Hun(ng(n interac(ng protein 2,,
1437132_x_at,10.06731,Inadl,BB535494,Patj,"BB535494 RIKEN full?length enriched, 0 day neonate lung Mus musculus cDNA clone E030044C21 3', mRNA sequence.",,
1451440_at,10.06543,MT75,AF311699,Chodl,chondrolec(n,,
1439243_x_at,10.06376,Cops5,AI662452,null,"COP9 (cons(tu(ve photomorphogenic) homolog, subunit 5 (Arabidopsis thaliana)",,
1442685_at,10.06315,null,AU016431,null,"AU016431 Mouse two?cell stage embryo cDNA Mus musculus cDNA clone J0725A03 3', mRNA sequence.",,
1456095_at,10.0631,Tyr,BB769772,null,Transcribed locus,,
1441202_at,10.06309,Rabgap1l,BB199857,null,RAB GTPase ac(va(ng protein 1?like,,
1428177_at,10.06218,C79212,BG066452,Trappc6b,trafficking protein par(cle complex 6B,,
1447096_at,10.06162,Pbx1,AU042527,null,Transcribed locus,,
1436869_at,10.06092,Shh,AV304616,null,Sonic hedgehog,,
1444591_at,10.05995,Pik3r1,AI429418,null,"Phospha(dylinositol 3?kinase, regulatory subunit, polypep(de 1 (p85 alpha)",,
1447120_at,10.05585,Btrc,BM123670,null,Beta?transducin repeat containing protein,,
1424464_s_at,10.05475,MMR2,BF225441,Mfsd6,2210010L05RIKEN cDNA 2210010L05 gene,,
1455151_at,10.05413,Cyp51,C79026,null,"Cytochrome P450, family 51",,
1422327_s_at,10.05293,Gpd2,NM_019468,G6pd2,glucose?6?phosphate dehydrogenase 2,,
1428653_x_at,10.05285,Elavl1,BB003384,null,"ELAV (embryonic lethal, abnormal vision, Drosophila)?like 1 (Hu an(gen R)",,
1437644_at,10.05177,B3galt2,BB083643,null,"UDP?Gal:betaGlcNAc beta 1,3?galactosyltransferase, polypep(de 2",,
1437819_s_at,10.0503,AI987683,BG069289,Wdr91,9530020G05RIKEN cDNA 9530020G05 gene,,
1416720_at,10.0499,AI314910,AW539046 ,Srsf6,"splicing factor, arginine/serine?rich 6",,
1430074_x_at,10.0488,8430426H19Rik,AI607344,Zfp935,RIKEN cDNA 8430426H19 gene,,
1455940_x_at,10.04446,Wdr6,BB453609,null,WD repeat domain 6,,
1439993_at,10.04391,Rsrc1,BM239981,null,Arginine/serine?rich coiled?coil 1,,
1448571_a_at,10.04386,C79176,BG228815,Gmfb,"glia matura(on factor, beta",,
1426142_a_at,10.04376,TDN,AF223417,Trdn,triadin,,
1417248_at,10.04358,Rip1,NM_009067,Ralbp1,ralA binding protein 1,,
1425417_x_at,10.04295,Cmv1,U12889,Klra8,"killer cell lec(n?like receptor, subfamily A, member 8",,
1453427_at,10.04292,Csnk2a1?rs4,AK011501,Csnk2a1,"casein kinase 2, alpha 1 polypep(de",,
1440019_at,10.03855,Gpr22,BB232423,null,G protein?coupled receptor 22,,
1439215_at,10.0377,Atp2c1,AV340006,null,"ATPase, Ca++?sequestering",,
