id_Symbol,id_Entrez,id_OMIM,id_humanID,id_HPRD,id_HGNC,id_Chromosome location,id_hPSD,id_Gene group,id_Main class,id_Accompanying phenotype,id_Inheritance pattern,id_Inheritance type,id_Limited confidence criterion,id_Disease type,id_Disease subtype,id_Haploinsufficiency,id_OMIM disease,id_Gene ontology-based annotation,id_Screened wing,id_Screened neuronal
SOS1,6654,182530,ENSG00000115904,1681,11187,2p21,0,ID data freeze 388,7,"T, V",Mendelian autosomal,dominant,0,"NOONAN SYNDROME; FIBROMATOSIS, GINGIVAL","NOONAN SYNDROME 4; NS4; FIBROMATOSIS, GINGIVAL, 1; GINGF1",0,610733; 135300,"MAPK signaling, metabolism, nervous system development, response to growth factor, small GTPase signaling, synapse",1,1
SOX10,6663,602229,ENSG00000100146,3752,11190,22q13.1,0,ID data freeze 388,5,"H, (L2), L2, S, X",Mendelian autosomal,dominant,0; 1,"WAARDENBURG SYNDROME; PERIPHERAL DEMYELINATING NEUROPATHY, CENTRAL DYSMYELINATION, WAARDENBURG SYNDROME, AND HIRSCHSPRUNG DISEASE","WAARDENBURG SYNDROME, TYPE 2E; WS2E; PERIPHERAL DEMYELINATING NEUROPATHY, CENTRAL DYSMYELINATION, WAARDENBURG SYNDROME, AND HIRSCHSPRUNG DISEASE; PCWH; WAARDENBURG SYNDROME, TYPE 4C; WS4C",1,611584; 609136; 613266,"chromatin, metabolism, mitochondria, nervous system development, RNA metabolism, transcription, Wnt signaling",0,0
SOX2,6657,184429,ENSG00000181449,8921,11195,3q26.3-q27,0,ID data freeze 388,4,"A, L1, T, W, X",Mendelian autosomal,dominant,0,"MICROPHTHALMIA, SYNDROMIC","MICROPHTHALMIA, SYNDROMIC 3; MCOPS3",1,206900,"cell cycle, chromatin, MAPK signaling, metabolism, nervous system development, response to growth factor, RNA metabolism, transcription, Wnt signaling",0,0
SOX3,6658,313430,ENSG00000134595,2432,11199,Xq27.1,0,ID data freeze 388,5,"A, K",Mendelian X-linked,not sure,0,"MENTAL RETARDATION, X-LINKED, WITH PANHYPOPITUITARISM; PANHYPOPITUITARISM, X-LINKED","MENTAL RETARDATION, X-LINKED, WITH PANHYPOPITUITARISM; PANHYPOPITUITARISM, X-LINKED; PHPX",0,300123; 312000,nervous system development,0,0
SOX5,6660,604975,ENSG00000134532,18086,11201,12p12.1,0,ID data freeze 650,6,P,Mendelian autosomal,dominant,0,"ID, DEVELOPMENTAL ANOMLIES, DYSMORPHISM","ID, DEVELOPMENTAL ANOMLIES, DYSMORPHISM",0,NULL,"metabolism, nervous system development, response to growth factor, RNA metabolism, transcription",0,0
SPRED1,161742,609291,ENSG00000166068,11601,20249,15q14,0,ID data freeze 388,8a,"(P), S",Mendelian autosomal,dominant,0,LEGIUS SYNDROME,LEGIUS SYNDROME,1,611431,"MAPK signaling, metabolism",1,1
SPTAN1,6709,182810,ENSG00000197694,1684,11273,9q34.11,1,ID data freeze 650,2,"B, E, H, L2",Mendelian autosomal,dominant,1,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 5; EIEE5",0,613477,"actin, microtubule, nervous system development",0,0
SRCAP,10847,611421,ENSG00000080603,18103,16974,16p11.2,0,ID data freeze 650,5,"A, (P), (U)",Mendelian autosomal,dominant,0,FLOATING-HARBOR SYNDROME,FLOATING-HARBOR SYNDROME; FLHS,0,136140,"chromatin, metabolism, RNA metabolism, transcription",0,0
SRD5A3,79644,611715,ENSG00000128039,7825,25812,4q12,0,ID data freeze 650,"2, 5","H, (L2), M, (S), T, U, (V)",Mendelian autosomal,recessive,0; 1,CONGENITAL DISORDER OF GLYCOSYLATION; KAHRIZI SYNDROME,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IQ; CDG1Q; KAHRIZI SYNDROME; KHRZ",0,612379; 612713,glycosylation,0,0
SRPX2,27286,300642,ENSG00000102359,6726,30668,Xq21.33-q23,0,ID data freeze 388,5,"E, H",Mendelian X-linked,not sure,0,"ROLANDIC EPILEPSY, MENTAL RETARDATION, AND SPEECH DYSPRAXIA, X-LINKED","ROLANDIC EPILEPSY, MENTAL RETARDATION, AND SPEECH DYSPRAXIA, X-LINKED; RESDX",0,300643,"metabolism, nervous system development, synapse",0,0
ST3GAL3,6487,606494,ENSG00000126091,5930,10866,1p34.1,0,ID data freeze 388,"2, 6","E, H",Mendelian autosomal,recessive,0; 1,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE; EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 12; MRT12; EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 15; EIEE15",0,611090; 615006,glycosylation,0,0
ST3GAL5,8869,604402,ENSG00000115525,5098,10872,2p11.2,0,ID data freeze 650,2,"E, G, H, L2, M, S",Mendelian autosomal,recessive,1,AMISH INFANTILE EPILEPSY SYNDROME; salt & pepper syndrome,AMISH INFANTILE EPILEPSY SYNDROME; salt & pepper syndrome,0,609056,glycosylation,0,0
STAMBP,10617,606247,ENSG00000124356,5877,16950,2p13.1,0,ID data freeze 650,2,"A, B, E, H, L2, S, Ua",Mendelian autosomal,recessive,0,MICROCEPHALY-CAPILLARY MALFORMATION SYNDROME,MICROCEPHALY-CAPILLARY MALFORMATION SYNDROME; MICCAP,0,614261,"cell cycle, MAPK signaling, small GTPase signaling",0,0
STIL,6491,181590,ENSG00000123473,1627,10879,1p32,0,ID data freeze 388,5,B,Mendelian autosomal,recessive,0,"MICROCEPHALY, PRIMARY, AUTOSOMAL RECESSIVE","MICROCEPHALY 7, PRIMARY, AUTOSOMAL RECESSIVE; MCPH7",0,612703,"centrosome, hedgehog signaling, microtubule, nervous system development",0,0
STRA6,64220,610745,ENSG00000137868,18122,30650,15q24.1,0,ID data freeze 388,1,"C, T, V, X",Mendelian autosomal,recessive,0,"MICROPHTHALMIA, SYNDROMIC","MICROPHTHALMIA, SYNDROMIC 9; MCOPS9",0,601186,transporters,0,0
STT3A,3703,601134,ENSG00000134910,3086,6172,11q23.3,0,ID data freeze 650,8b,"A, B, E, H, L2",Mendelian autosomal,recessive,1,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Is; CDG1S","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Is; CDG1S",0,300884,glycosylation,0,0
STXBP1,6812,602926,ENSG00000136854,4235,11444,9q34.1,1,ID data freeze 650,2,"E, H",Mendelian autosomal,dominant,0,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 4; EIEE4",0,612164,"metabolism, mitochondria, nervous system development, synapse, transporters, vesicle transport",0,0
SUOX,6821,606887,ENSG00000139531,6055,11460,12q13.2,0,ID data freeze 388,5,"(C), (G), H, M, T",Mendelian autosomal,recessive,0,SULFOCYSTEINURIA,SULFOCYSTEINURIA,0,272300,mitochondria,1,1
SURF1,6834,185620,ENSG00000148290,1711,11474,9q34.2,0,ID data freeze 388,8b,"E, G, H, L2, M, Q",Mendelian autosomal,recessive,0,LEIGH SYNDROME,LEIGH SYNDROME; LS,0,256000,"mitochondria, transporters",1,1
SYN1,6853,313440,ENSG00000008056,2433,11494,Xp11.23,1,ID data freeze 388,8a,"E, P",Mendelian X-linked,recessive,1,"EPILEPSY, X-LINKED, WITH VARIABLE LEARNING DISABILITIES AND BEHAVIOR DISORDERS","EPILEPSY, X-LINKED, WITH VARIABLE LEARNING DISABILITIES AND BEHAVIOR DISORDERS",0,300491,"actin, synapse, transporters",1,1
SYNGAP1,8831,603384,ENSG00000197283,16018,11497,6p21.3,1,ID data freeze 388,3,E,Mendelian autosomal,dominant,0,"MENTAL RETARDATION, AUTOSOMAL DOMINANT","MENTAL RETARDATION, AUTOSOMAL DOMINANT 5; MRD5",0,612621,"MAPK signaling, metabolism, nervous system development, small GTPase signaling, synapse",1,1
SYP,6855,313475,ENSG00000102003,2435,11506,Xp11.23-p11.22,1,ID data freeze 388,6,(E),Mendelian X-linked,not sure,0,"MENTAL RETARDATION, X-LINKED","MENTAL RETARDATION, X-LINKED 96; MRX96",0,300802,"synapse, transporters, vesicle transport",0,0
SYT14,255928,610949,ENSG00000143469,11617,23143,1q32.2,0,ID data freeze 650,5,"G, H, L2",Mendelian autosomal,recessive,1,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 11; SCAR11",0,614229,NULL,0,0
SZT2,23334,615463,ENSG00000198198,11085,29040,1p34.2,0,ID data freeze 650,2,E,Mendelian autosomal,recessive,1,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 18; EIEE18",0,615476,"metabolism, nervous system development, peroxisome",0,0
TAF2,6873,604912,ENSG00000064313,7060,11536,8q24.12,0,ID data freeze 650,2,"B, H, (L2)",Mendelian autosomal,recessive,0,syndromic ID,syndromic ID,0,NULL,"cell cycle, metabolism, RNA metabolism, transcription",0,0
TAT,6898,613018,ENSG00000198650,11776,11573,16q22.1,0,ID data freeze 388,8a,"M, S, T",Mendelian autosomal,recessive,0,TYROSINEMIA,"TYROSINEMIA, TYPE II",0,276600,mitochondria,1,1
TBC1D20,128637,611663,ENSG00000125875,15472,16133,20p13,0,ID data freeze 650,1,"A, B, L1, T",Mendelian autosomal,recessive,0,WARBURG MICRO SYNDROME,Warburg Micro syndrome,0,NULL,small GTPase signaling,0,0
TBC1D24,57465,613577,ENSG00000162065,NULL,29203,16p13.3,1,ID data freeze 650,5,"E, (H), (L2)",Mendelian autosomal,recessive,0,"MYOCLONIC EPILEPSY, FAMILIAL INFANTILE","MYOCLONIC EPILEPSY, FAMILIAL INFANTILE; FIME",0,605021,"nervous system development, small GTPase signaling",0,0
TBC1D7,51256,612655,ENSG00000145979,18165,21066,6p24.1,0,ID data freeze 650,5,F,Mendelian autosomal,recessive,1,"MEGALENCEPHALY, AUTOSOMAL RECESSIVE","MEGALENCEPHALY, AUTOSOMAL RECESSIVE; MGCPH",0,248000,"MAPK signaling, metabolism, response to growth factor, small GTPase signaling, TOR signaling, ubiquitination",0,0
TBCE,6905,604934,ENSG00000116957,5381,11582,1q42.3,0,ID data freeze 388,5,"A, J, K, U",Mendelian autosomal,recessive,0,HYPOPARATHYROIDISM-RETARDATION-DYSMORPHISM SYNDROME; KENNY-CAFFEY SYNDROME,"HYPOPARATHYROIDISM-RETARDATION-DYSMORPHISM SYNDROME; HRD; KENNY-CAFFEY SYNDROME, TYPE 1; KCS1",0,241410; 244460,"microtubule, nervous system development",1,1
TBR1,10716,604616,ENSG00000136535,7055,11590,2q24,0,ID data freeze 650,6,P,Mendelian autosomal,dominant,1,autism spectrum disorder,autism spectrum disorder,0,NULL,"metabolism, nervous system development, RNA metabolism, transcription",0,0
TCF12,6938,600480,ENSG00000140262,2725,11623,15q21,0,ID data freeze 650,7,Ub,Mendelian autosomal,dominant,0,CRANIOSYNOSTOSIS ,CRANIOSYNOSTOSIS 3; CRS3,0,615314,"metabolism, nervous system development, RNA metabolism, transcription",0,0
TCF4,6925,602272,ENSG00000196628,3780,11634,18q21.1,0,ID data freeze 388,2,"B, E, O, T",Mendelian autosomal,dominant,0,PITT-HOPKINS SYNDROME,PITT-HOPKINS SYNDROME; PTHS,1,610954,"metabolism, nervous system development, RNA metabolism, transcription",1,1
TCTN3,26123,613847,ENSG00000119977,12582,24519,10q24.1,0,ID data freeze 650,1,"L1, O, T, Ua",Mendelian autosomal,recessive,1; 0,JOUBERT SYNDROME; OROFACIODIGITAL SYNDROME,JOUBERT SYNDROME 18; JBTS18; OROFACIODIGITAL SYNDROME IV; OFD4,0,614815; 258860,"Cilia, hedgehog signaling",0,0
TECR,9524,610057,ENSG00000099797,17076,4551,19p13.12,0,ID data freeze 650,6,NULL,Mendelian autosomal,recessive,1,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 14; MRT14",0,614020,NULL,0,0
TGFBR1,7046,190181,ENSG00000106799,1822,11772,9q22,0,ID data freeze 388,7,"(S), Ub, Uc",Mendelian autosomal,dominant,0,LOEYS-DIETZ SYNDROME,"LOEYS-DIETZ SYNDROME, TYPE 2A; LDS2A; LOEYS-DIETZ SYNDROME, TYPE 1A; LDS1A",0,608967; 609192,"cell cycle, MAPK signaling, metabolism, nervous system development, protein transport, response to growth factor, RNA metabolism, transcription, transporters, ubiquitination",1,1
TGFBR2,7048,190182,ENSG00000163513,1823,11773,3p22,0,ID data freeze 388,7,"(S), Ub, Uc",Mendelian autosomal,dominant,0,"LOEYS-DIETZ SYNDROME; COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS","LOEYS-DIETZ SYNDROME, TYPE 2B; LDS2B; LOEYS-DIETZ SYNDROME, TYPE 1B; LDS1B; COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 6; HNPCC6",0,610380; 610168; 614331,"hedgehog signaling, metabolism, nervous system development, response to growth factor, transporters, vesicle transport",1,1
TGIF1,7050,602630,ENSG00000177426,4023,11776,18p11.3,0,ID data freeze 388,4,"C, L1, Uc, X",Mendelian autosomal,dominant,0,HOLOPROSENCEPHALY,HOLOPROSENCEPHALY 4; HPE4,0,142946,"chromatin, metabolism, nervous system development, response to growth factor, RNA metabolism, transcription",0,0
TH,7054,191290,ENSG00000180176,1865,11782,11p15.5,0,ID data freeze 650,8b,"G, H",Mendelian autosomal,recessive,0,"SEGAWA SYNDROME, AUTOSOMAL RECESSIVE","SEGAWA SYNDROME, AUTOSOMAL RECESSIVE",0,605407,"mitochondria, nervous system development, response to growth factor, synapse, transporters, vesicle transport",0,0
THRB,7068,190160,ENSG00000151090,7521,11799,3p24.2,0,ID data freeze 388,8a,"(A), K",Mendelian autosomal,dominant; recessive,0; 1,"THYROID HORMONE RESISTANCE, GENERALIZED, AUTOSOMAL DOMINANT; THYROID HORMONE RESISTANCE, SELECTIVE PITUITARY; THYROID HORMONE RESISTANCE, GENERALIZED, AUTOSOMAL RECESSIVE","THYROID HORMONE RESISTANCE, GENERALIZED, AUTOSOMAL DOMINANT; GRTH; THYROID HORMONE RESISTANCE, SELECTIVE PITUITARY; PRTH; THYROID HORMONE RESISTANCE, GENERALIZED, AUTOSOMAL RECESSIVE; GRTH",0,188570; 145650; 274300,"chromatin, metabolism, RNA metabolism, transcription",1,1
TIMM8A,1678,300356,ENSG00000126953,2287,11817,Xq22.1,0,ID data freeze 388,8b,"G, H, P, T",Mendelian X-linked,recessive,0,MOHR-TRANEBJAERG SYNDROME; OPTICOACOUSTIC NERVE ATROPHY WITH DEMENTIA,MOHR-TRANEBJAERG SYNDROME; MTS; OPTICOACOUSTIC NERVE ATROPHY WITH DEMENTIA,0,304700; 311150,"mitochondria, nervous system development, protein transport, transporters",1,1
TM4SF20,79853,615404,ENSG00000168955,8008,26230,2q36.3,0,ID data freeze 650,8a,L2,Mendelian autosomal,dominant,0,SPECIFIC LANGUAGE IMPAIRMENT,SPECIFIC LANGUAGE IMPAIRMENT 5; SLI5,0,615432,NULL,0,0
TMCO1,54499,614123,ENSG00000143183,14243,18188,1q22-q25,0,ID data freeze 650,4,"H, L1, Ub, Uc, (W)",Mendelian autosomal,recessive,0,"CRANIOFACIAL DYSMORPHISM, SKELETAL ANOMALIES, AND MENTAL RETARDATION SYNDROME","CRANIOFACIAL DYSMORPHISM, SKELETAL ANOMALIES, AND MENTAL RETARDATION SYNDROME; CFSMR",0,614132,NULL,0,0
TMEM135,65084,NULL,ENSG00000166575,7978,26167,11q14.2,0,ID data freeze 650,2,"B, T",Mendelian autosomal,recessive,1,syndromic ID,syndromic ID,0,NULL,peroxisome,0,0
TMEM165,55858,614726,ENSG00000134851,18216,30760,4q12,0,ID data freeze 650,2,"A, B, E, H, L2, M, U",Mendelian autosomal,recessive,1,CONGENITAL DISORDER OF GLYCOSYLATION,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIK; CDG2K",0,614727,"glycosylation, ion transport, transporters",0,0
TMEM231,79583,614949,ENSG00000205084,NULL,37234,16q23.1,0,ID data freeze 650,1,"H, L1, O, P, T, Ua, W",Mendelian autosomal,recessive,1,JOUBERT SYNDROME,JOUBERT SYNDROME 20; JBTS20,0,614970,"Cilia, hedgehog signaling",0,0
TMEM237,65062,614423,ENSG00000155755,12448,14432,2q33.2,0,ID data freeze 650,1,"C, H, L1, O, T, Ua, W",Mendelian autosomal,recessive,0,JOUBERT SYNDROME,JOUBERT SYNDROME 14; JBTS14,0,614424,"Cilia, Wnt signaling",0,0
TMEM67,91147,609884,ENSG00000164953,11324,28396,8q22.1,0,ID data freeze 388,4,"H, L1, T, W",Mendelian autosomal,recessive,1; 0,JOUBERT SYNDROME; COACH SYNDROME; MECKEL SYNDROME; NEPHRONOPHTHISIS 11,"JOUBERT SYNDROME 6; JBTS6; COACH SYNDROME; MECKEL SYNDROME, TYPE 3; MKS3; NEPHRONOPHTHISIS 11; NPHP11",0,610688; 216360; 607361; 613550,"cell cycle, centrosome, Cilia, microtubule",1,1
TPI1,7167,190450,ENSG00000111669,1833,12009,12p13,1,ID data freeze 388,8a,"C, H, M, R",Mendelian autosomal,recessive,0,TPI DEFICIENCY,TPI DEFICIENCY,0,NULL,NULL,1,1
TRAPPC11,60684,614138,ENSG00000168538,10968,25751,4q35.1,0,ID data freeze 650,8a,"Q, T",Mendelian autosomal,recessive,1,"MUSCULAR DYSTROPHY, LIMB-GIRDLE","MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2S; LGMD2S",0,615356,"transporters, vesicle transport",0,0
TRAPPC9,83696,611966,ENSG00000167632,18136,30832,8q24.3,1,ID data freeze 650,2,"B, H",Mendelian autosomal,recessive,0,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 13; MRT13",0,613192,NULL,0,0
TREX1,11277,606609,ENSG00000213689,9423,12269,3p21.31,0,ID data freeze 388,2,"B, C, E, G, H, L2, S",Mendelian autosomal,recessive; dominant,0,"AICARDI-GOUTIERES SYNDROME; VASCULOPATHY, RETINAL, WITH CEREBRAL LEUKODYSTROPHY; CHILBLAIN LUPUS","AICARDI-GOUTIERES SYNDROME 1; AGS1; VASCULOPATHY, RETINAL, WITH CEREBRAL LEUKODYSTROPHY; RVCL; CHILBLAIN LUPUS 1; CHBL1",0,225750; 192315; 610448,DNA repair,1,1
TRIM32,22954,602290,ENSG00000119401,3797,16380,9q33.1,0,ID data freeze 388,4,"K, N, P, T, Ua, W",Mendelian autosomal,recessive,0,"BARDET-BIEDL SYNDROME; MUSCULAR DYSTROPHY, LIMB-GIRDLE","BARDET-BIEDL SYNDROME 11, BBS11; MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2H; LGMD2H",0,209900; 254110,"actin, cell cycle, metabolism, nervous system development, RNA metabolism, transcription, ubiquitination",0,0
TRMT1,55621,611669,ENSG00000104907,8617,25980,19p13.2,0,ID data freeze 650,3,NULL,Mendelian autosomal,recessive,1,non-syndromic ID,non-syndromic ID,0,NULL,NULL,0,0
TSC1,7248,605284,ENSG00000165699,5594,12362,9q34,0,ID data freeze 388,5,"E, I, L2, S, W",Mendelian autosomal,dominant,0,TUBEROUS SCLEROSIS; FOCAL CORTICAL DYSPLASIA OF TAYLOR; LYMPHANGIOLEIOMYOMATOSIS,TUBEROUS SCLEROSIS 1; TSC1; FOCAL CORTICAL DYSPLASIA OF TAYLOR; FCDT; LYMPHANGIOLEIOMYOMATOSIS; LAM,1,191100; 607341; 606690,"actin, cell cycle, ion transport, MAPK signaling, metabolism, nervous system development, small GTPase signaling, synapse, TOR signaling, transporters",1,1
TSC2,7249,191092,ENSG00000103197,1850,12363,16p13.3,1,ID data freeze 388,5,"E, I, L2, S, W",Mendelian autosomal,dominant,0,TUBEROUS SCLEROSIS,TUBEROUS SCLEROSIS 2; TSC2,1,613254,"cell cycle, MAPK signaling, metabolism, nervous system development, protein transport, response to growth factor, small GTPase signaling, TOR signaling, transporters, vesicle transport, Wnt signaling",1,1
TSPAN7,7102,300096,ENSG00000156298,2107,11854,Xp11.4,0,ID data freeze 388,6,NULL,Mendelian X-linked,recessive,0,"MENTAL RETARDATION, X-LINKED","MENTAL RETARDATION, X-LINKED 58; MRX58",0,300210,NULL,0,0
TTC8,123016,608132,ENSG00000165533,NULL,20087,14q31.3,0,ID data freeze 388,4,"K, N, P, T, Ua, W",Mendelian autosomal,recessive,0,BARDET-BIEDL SYNDROME; RETINITIS PIGMENTOSA,"BARDET-BIEDL SYNDROME 8, BBS8; RETINITIS PIGMENTOSA 51; RP51",0,209900; 613464,"centrosome, Cilia, microtubule, nervous system development, transporters",1,1
TTI2,80185,614426,ENSG00000129696,13390,26262,8p12,0,ID data freeze 650,2,"A, B, P",Mendelian autosomal,recessive,1,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 39; MRT39",0,615541,NULL,0,0
TUBA1A,7846,602529,ENSG00000167552,3959,20766,12q13.12,1,ID data freeze 388,1,"B, E, H, L1",Mendelian autosomal,dominant,0,LISSENCEPHALY,LISSENCEPHALY 3; LIS3,0,611603,"cell cycle, microtubule, transporters",1,1
TUBB2B,347733,612850,ENSG00000137285,14707,30829,6p25,1,ID data freeze 388,1,"E, H, L1",Mendelian autosomal,dominant,0,POLYMICROGYRIA,"POLYMICROGYRIA, SYMMETRIC OR ASYMMETRIC; PMGYSA",0,610031,"microtubule, nervous system development",1,1
TUBB4A,10382,602662,ENSG00000104833,4045,20774,19p13.3,1,ID data freeze 650,8b,"G, H, L2",Mendelian autosomal,dominant,0,"LEUKODYSTROPHY, HYPOMYELINATING; DYSTONIA 4, TORSION, AUTOSOMAL DOMINANT; DYT4","LEUKODYSTROPHY, HYPOMYELINATING, 6; HLD6; DYSTONIA 4, TORSION, AUTOSOMAL DOMINANT; DYT4",0,612438; 128101,"cell cycle, centrosome, microtubule",0,0
TUBG1,7283,191135,ENSG00000131462,1853,12417,17q21,1,ID data freeze 650,1,"A, E, H, L1",Mendelian autosomal,dominant,1,"CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS ","CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 4; CDCBM4",0,615412,"cell cycle, centrosome, Cilia, microtubule",0,0
TUSC3,7991,601385,ENSG00000104723,3228,30242,8p22,0,ID data freeze 388,3,NULL,Mendelian autosomal,recessive,0,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE","MENTAL RETARDATION, AUTOSOMAL RECESSIVE 7; MRT7",0,611093,"glycosylation, ion transport, mitochondria, transporters",1,1
UBE2A,7319,312180,ENSG00000077721,2422,12472,Xq24,0,ID data freeze 388,2,"E, F, W",Mendelian X-linked,recessive,0,"MENTAL RETARDATION, X-LINKED, SYNDROMIC","MENTAL RETARDATION, X-LINKED, SYNDROMIC, NASCIMENTO TYPE; MRXSN",0,300860,"chromatin, DNA repair, ubiquitination",1,1
UBE3A,7337,601623,ENSG00000114062,3375,12496,15q11.2,0,ID data freeze 388,2,"B, E, H, P",Mendelian autosomal,dominant,0,ANGELMAN SYNDROME,ANGELMAN SYNDROME; AS,0,105830,"metabolism, nervous system development, RNA metabolism, transcription, transporters, ubiquitination, vesicle transport",1,1
UBE3B,89910,608047,ENSG00000151148,6993,13478,12q24.11,0,ID data freeze 650,1,"A, B, (L1), (M), S, T, (V), W",Mendelian autosomal,recessive,1,BLEPHAROPHIMOSIS-PTOSIS-INTELLECTUAL DISABILITY SYNDROME,BLEPHAROPHIMOSIS-PTOSIS-INTELLECTUAL DISABILITY SYNDROME; BPIDS,0,615057,ubiquitination,0,0
UBR1,197131,605981,ENSG00000159459,9342,16808,15q13,0,ID data freeze 388,4,"(A), (B), K, S, (W), X",Mendelian autosomal,recessive,0,JOHANSON-BLIZZARD SYNDROME,JOHANSON-BLIZZARD SYNDROME; JBS,0,243800,TOR signaling,1,1
UBR7,55148,613816,ENSG00000012963,16602,20344,14q32.12,0,ID data freeze 650,3,P,Mendelian autosomal,recessive,1,non-syndromic ID,non-syndromic ID,0,NULL,NULL,0,0
UPB1,51733,606673,ENSG00000100024,9451,16297,22q11.2,0,ID data freeze 388,5,"H, M",Mendelian autosomal,recessive,1,BETA-UREIDOPROPIONASE DEFICIENCY,BETA-UREIDOPROPIONASE DEFICIENCY,0,613161,NULL,1,1
UPF3B,65109,300298,ENSG00000125351,2247,20439,Xq25-q26,0,ID data freeze 388,5,"P, Q",Mendelian X-linked,recessive,0,"MENTAL RETARDATION, X-LINKED, SYNDROMIC","MENTAL RETARDATION, X-LINKED, SYNDROMIC 14; MRXS14",0,300676,"metabolism, RNA metabolism, transcription, transporters",1,1
VLDLR,7436,192977,ENSG00000147852,1895,12698,9p24,0,ID data freeze 388,2,"(A), E, H, L2, (T)",Mendelian autosomal,recessive,0,"CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME","CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 1; CAMRQ1",0,224050,"metabolism, nervous system development, RNA metabolism, transcription, transporters, vesicle transport",1,1
VPS13B,157680,607817,ENSG00000132549,6379,2183,8q22.2,0,ID data freeze 388,2,"A, B, I, K, N, R, T",Mendelian autosomal,recessive,0,COHEN SYNDROME,COHEN SYNDROME; COH1,0,216550,transporters,1,1
VRK1,7443,602168,ENSG00000100749,3701,12718,14q32,0,ID data freeze 650,8b,"G, H, L2",Mendelian autosomal,recessive,1,PONTOCEREBELLAR HYPOPLASIA,"PONTOCEREBELLAR HYPOPLASIA, TYPE 1A; PCH1A",0,607596,"cell cycle, microtubule",0,0
WDR45,11152,300526,ENSG00000196998,6597,28912,Xp11.23,0,ID data freeze 650,2,"G, H, L2",Mendelian X-linked,dominant,0,NEURODEGENERATION WITH BRAIN IRON ACCUMULATION,NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5; NBIA5,0,300894,small GTPase signaling,0,0
WDR45B,56270,609226,ENSG00000141580,15669,25072,17q25.3,0,ID data freeze 650,5,B,Mendelian autosomal,recessive,1,syndromic ID,syndromic ID,0,NULL,NULL,0,0
WDR62,284403,613583,ENSG00000075702,10721,24502,19q13.12,0,ID data freeze 650,1,"B, (E), L1",Mendelian autosomal,recessive,0,"MICROCEPHALY, PRIMARY, AUTOSOMAL RECESSIVE, WITH OR WITHOUT CORTICAL MALFORMATIONS","MICROCEPHALY 2, PRIMARY, AUTOSOMAL RECESSIVE, WITH OR WITHOUT CORTICAL MALFORMATIONS; MCPH2",0,604317,"microtubule, nervous system development",0,0
WDR81,124997,614218,ENSG00000167716,8748,26600,17p13.3,0,ID data freeze 650,1,"H, L1",Mendelian autosomal,recessive,1,"CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME","CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 2; CAMRQ2",0,610185,metabolism,0,0
WNT1,7471,164820,ENSG00000125084,1276,12774,12q13,0,ID data freeze 650,4,"A, L1, U",Mendelian autosomal,recessive,0,OSTEOGENESIS IMPERFECTA,"OSTEOGENESIS IMPERFECTA, TYPE XV; OI15",0,615220,"BMP signaling, metabolism, nervous system development, response to growth factor, RNA metabolism, transcription, ubiquitination, Wnt signaling",0,0
